id,amount0,amountUSD,amount1,timestamp
0xb2cbb87d73fbd29557bf294ffb3d04f0a122b38404937f7f3fee4672d9a7e253#22334,5357.000669072396,191.6081448199558,-0.0686982762278475,2024-02-18 00:55:35
0xa299e64fa692029f15f2adbdaf5aa1329bdaa6255ffe37a89c3c5ea7fa30145b#22335,35199.74750698424,1254.235660243008,-0.4496877098995687,2024-02-18 00:57:35
0x41b2a81d11114b014241e84826ce18c830b91952049d4e0d33dcccf2926a6ff4#22336,54169.0,1914.0743491545213,-0.6862631464983515,2024-02-18 01:01:59
0x7f430702e6e26fb4ba1597b486cec06ab925b38f40115829a23b71f2bef3dd24#22337,104624.53345328858,3642.760364228368,-1.3060580382361247,2024-02-18 01:08:59
0x0536c567731d17f896b99cb5b258752df030d9d746d2d7592c1056020d966443#22339,25060.99577792163,877.902808107347,-0.31471674200677313,2024-02-18 01:54:35
0x02b084440d64db091df2a97fe334a579c50f61a0c64a2f582dc112b63847db28#22340,29361.746,1018.8362316396294,-0.36686660848891006,2024-02-18 02:32:35
0xb283a4f19ee0062b2fc24b5effd617af5e552e5a74e385fd4e06eaf12484a91d#22341,34867.63437483,1202.7113092280288,-0.4330770788330307,2024-02-18 02:35:35
0xf9135e835f183b85c0d67f8e1c0dbe3697d5d7dc9041f64994e491d42a986b17#1299,6360.8677865797235,224.364136,-224.364136,2024-02-18 02:41:59
0x0a2968dafb12d15b334bcb1bdef8f1fc466b52497705ee3f6170dc609bf0bb56#22342,45105.37467483,1544.4363881687457,-0.5561157429058302,2024-02-18 02:47:23
0xd768156fcc90e6c801b06932afbba25e81af3517d8868a594a05e0cc6eed3c08#22344,29966.426,1018.7874263110367,-0.367103988991037,2024-02-18 02:58:47
0x6fe1ec2c53df18ba44acf8d1dfae9883a9931d3a1879a45e2a0faea4a84b10bc#22345,30179.48,1020.3369372950693,-0.3676798057522891,2024-02-18 02:59:11
0x9b4879c8e3b449aea3664d9da457e09b89708cd95405012f71770aac3f5885e4#22346,30250.715,1017.1070768928059,-0.36651592115505066,2024-02-18 02:59:23
0x4f96149fe67a53f4b10c1ac1a514ef0df64c3673074d28d133cec16f522b2521#22347,30373.881,1015.6157425612929,-0.36597851679647075,2024-02-18 03:05:47
0x490cea1bcea479493b44c311d31c1a66f38e5b099f5794288a97f0e0339d4f78#22348,30766.508,1023.0002464481779,-0.368653112370931,2024-02-18 03:08:11
0xc1f9041d7ae397c705c82b6a62c90180c9a621706a2b4353df16db4ef8b84b9e#22349,8000.0,265.0687661038319,-0.09552140965339452,2024-02-18 03:25:11
0x7a9a6039ea7634bf90330811f1a73e9beabef0f452b312d9bac15d83ffc4cfea#22353,1333.989002930344,44.58022358062069,-0.016065136084031546,2024-02-18 03:43:47
0xae270a34b6c988b4a6fd21bb7904fc26074216b77292d2b4b50eae2d307a224a#22355,35526.41093181409,1200.5031059377473,-0.432618865881514,2024-02-18 03:53:23
0x1a5f3436c4b6d4bbf799b4a474c3fa38c2d63fa5e23d8b2b4a819a52de47a84a#22356,41425.097406269786,1390.0184591684003,-0.5009134973374956,2024-02-18 03:54:47
0x07e6c45342479e9b49efb72ba30ff9e2131fb6fedc50bf29abc9a81772365c29#22357,39526.4045876754,1316.5628776073584,-0.4744427033591808,2024-02-18 03:55:35
0xa0769ec7e9927bcd557b0aacc1a2b950be083534d4471f4f0fc1416fbccedd12#22378,1994.0107923696776,73.73487827288194,-0.026421818328794054,2024-02-18 04:48:59
0x770700fa70d178c22cf43a0d5aaf0a9cfcb82a10b5a16781f93c57ac392536f0#22380,40987.83623015432,1513.2756252266545,-0.5422623663797885,2024-02-18 04:59:23
0x8785b58af4c59adc9b28fbcc04dbf38bffaee798bddbb9777870fa53d7c1bf86#22384,104555.23017101698,4083.457726837798,-1.4595565285864898,2024-02-18 05:45:11
0x45b885d1ede2ceb2454d52c97b76dd9e9e7221e54a359c78d1697bcbf15054f9#22385,100384.24295880969,3842.933691595662,-1.3735856555167487,2024-02-18 05:46:35
0xcf59eb49ef467c96ef654e20766c305f6b897d3dd5364e699e8065979215f13c#22386,132277.50885908448,4951.492348907262,-1.7698194685831055,2024-02-18 06:01:59
0x76d71b47d24549116c7bb9a5af4897c4d1781bd75e91b1d4240963e9ac5eb872#22387,2176.763932977088,80.43710526543842,-0.028750757319994366,2024-02-18 06:01:59
